system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2612812586,https://doi.org/10.1038/nature03001,Finishing the euchromatic sequence of the human genome,Nature,2004,article,Nature,Uma Maheswari,null/unknown,71,4886.0,105.3496,0.99996864,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,null/unknown,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2949977409,https://doi.org/10.1038/990031,The DNA sequence of human chromosome 22,Nature,1999,article,Nature,Ian Dunham; Adrienne Hunt; John Collins; Richard Bruskiewich; David Beare; M. Clamp; Luc J Smink; R. Ainscough; J. P. Almeida; Anne Babbage; C. L. Bagguley; J. Bailey; K. F. Barlow; K. Bates; O. Beasley; Christine Bird; S. Blakey; Anne Bridgeman; David Buck; Joanne C. Burgess; W. Burrill; J.H. Burton; C. Carder; N. P. Carter; Y. Chen; G.M.G. Clark; S. M. Clegg; V. Cobley; Charlotte G. Cole; R. E. Collier; R. Connor; D. Conroy; N. Corby; G. J. Coville; Amelia Cox; John Davis; Elisabeth Dawson; Pawandeep Dhami; Cat Dockree; Steve Dodsworth; Richard Durbin; Andrew Ellington; Kathryn L. Evans; Jim Fey; Keiran Fleming; Lisa French; A. A. Garner; James Gilbert; Melanie E. Goward; Darren Grafham; Mark Griffiths; Carol Hall; R. E. Hall; G. Hall-Tamlyn; Rosemary Heathcott; Sarah K Ho; S. Holmes; Sarah Hunt; Matthew C. Jones; J. K. Kershaw; A. M. Kimberley; Andrew King; Gavin K. Laird; Cordelia F. Langford; M. Leversha; Christine Lloyd; David Lloyd; I. D. Martyn; M. Mashreghi-Mohammadi; L. Matthews; O. T. McCann; Joseph L. McClay; Stuart McLaren; Amanda A. McMurray; Stuart A. Milne; Beverley Mortimore; C. Odell; Rebecca Pavitt; A. V. Pearce; D. Pearson; Benjamin Phillimore; Stephen Phillips; R. W. Plumb; H. P. Ramsay; Y. Ramsey; Layne Rogers; M. T. Ross; Carol Scott; Harminder Sehra; C. D. Skuce; Susan L. Smalley; M. L. Smith; Cari Soderlund; L. Spragon; Charles A. Steward; John Sulston; R. Mark Swann; Mark D. Vaudin; M. Wall; J. M. Wallis,Wellcome Sanger Institute; Karolinska University Hospital,53,1165.0,73.1225,0.99993127,RNA and protein synthesis mechanisms,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,GB; SE,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2614575602,https://doi.org/10.1038/35012518,The DNA sequence of human chromosome 21,Nature,2000,article,Nature,Masahira Hattori; Asao Fujiyama; Todd D. Taylor; Hitoshi Watanabe; Tetsushi Yada; H.-S. Park; Atsushi Toyoda; Kazuo Ishii; Yasushi Totoki; Dong‐Kug Choi; E Soeda; Masafumi Ohki; Toshiyuki Takagi; Yoshiyuki Sakaki; Stefan Taudien; Karin Blechschmidt; Andreas Polley; Uwe Menzel; J.M. Delabar; Kai Kumpf; R. Lehmann; David Patterson; Kathrin Reichwald; Andreas Rump; M. Schillhabel; Andreas Schudy; Wolfgang Zimmermann; André Rosenthal; Jun Kudoh; Kazunori Shibuya; Kazuhiko Kawasaki; Shuichi Asakawa; Ai Shintani; Takashi Sasaki; Kentaro Nagamine; Susumu Mitsuyama; Stylianos E. Antonarakis; Satoshi Minoshima; Nobutaka Shimizu; Gabriele Nordsiek; Klaus Hornischer; P. Brandt; Maren Scharfe; Oliver Schön; A. Desario; Julia Reichelt; Gerhard Kauer; Helmut Blöcker; Juliane Ramser; Amy Beck; Sven Klages; Steffen Hennig; L. Rießelmann; Emilie Dagand; Thomas Haaf; S. Wehrmeyer; Katja Borzym; Katheleen Gardiner; Dean Nižetić; Fiona Francis; Hans Lehrach; Richard Reinhardt; Marie‐Laure Yaspo,Center for Genomic Science; National Cancer Centre Japan; Tokyo University of Science; Keio University; Centre National de la Recherche Scientifique; Institut Necker Enfants Malades; Roosevelt Institute; University of Geneva; Helmholtz Centre for Infection Research; Max Planck Institute for Molecular Genetics; University of London,48,1475.0,124.1387,1.0,Genomic variations and chromosomal abnormalities,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,IT; JP; FR; US; CH; DE; GB,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1519765314,https://doi.org/10.1038/nmeth.3444,A complete bacterial genome assembled de novo using only nanopore sequencing data,Nature,2015,article,Nature Methods,Nicholas J. Loman; Joshua Quick; Jared T. Simpson,University of Birmingham; Ontario Institute for Cancer Research,20,1500.0,51.3501,0.99936323,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,False,closed,journal,False,English,GB; CA,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2950682063,https://doi.org/10.1101/gr.214874.116,Direct determination of diploid genome sequences,Cold Spring Harbor Laboratory Press,2017,article,Genome Research,Neil Weisenfeld; Vijay Kumar; Preyas Shah; Deanna M. Church; David B. Jaffe,10X Genomics (United States),48,921.0,null/unknown,null/unknown,Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2024439539,https://doi.org/10.1038/nature10530,A high-resolution map of human evolutionary constraint using 29 mammals,Nature,2011,article,Nature,Kerstin Lindblad‐Toh; Manuel Garber; Or Zuk; Michael F. Lin; Brian J. Parker; Stefan Washietl; Pouya Kheradpour; Jason Ernst; Gregory E. Jordan; Evan Mauceli; Lucas D. Ward; Craig B. Lowe; Alisha K. Holloway; Michèle Clamp; Sante Gnerre; Jessica Alföldi; Kathryn Beal; Jean L. Chang; Hiram Clawson; James Cuff; Federica Di Palma; Stephen Fitzgerald; Paul Flicek; Mitchell Guttman; Melissa J. Hubisz; David B. Jaffe; Irwin Jungreis; W. James Kent; Dennis Kostka; Marcia Lara; André L. Martins; Tim Massingham; Ida Moltke; Brian J. Raney; Matthew D. Rasmussen; Jim Robinson; Alexander Stark; Albert J. Vilella; Jiayu Wen; Xiaohui Xie; Michael C. Zody; Kim C. Worley; Christie Kovar; Donna M. Muzny; Richard A. Gibbs; Wesley C. Warren; Elaine R. Mardis; George M. Weinstock; Richard K. Wilson; Ewan Birney; Elliott H. Margulies; Javier Herrero; Eric D. Green; David Haussler; Adam Siepel; Nick Goldman; Katherine S. Pollard; Jakob Skou Pedersen; Eric S. Lander; Manolis Kellis,"Broad Institute; Massachusetts Institute of Technology; Vassar College; University of Copenhagen; Wellcome Trust; European Bioinformatics Institute; Howard Hughes Medical Institute; Stanford University; University of California, Santa Cruz; Gladstone Institutes; Biofuel Research Team; Harvard University; Cornell University; Research Institute of Molecular Pathology; Baylor College of Medicine; Washington University in St. Louis; National Human Genome Research Institute; National Institutes of Health; University of California, San Francisco; Aarhus University Hospital",54,1205.0,59.9935,0.99951427,Genetic Mapping and Diversity in Plants and Animals,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; DK; GB; IR; AT,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2259938310,https://doi.org/10.1038/nature11247,An integrated encyclopedia of DNA elements in the human genome,Nature,2012,article,Nature,Sylvain Foissac,Laboratoire de Génétique Cellulaire; Laboratoire de Génie Chimique,84,19225.0,492.546,1.0,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,FR,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3045910546,https://doi.org/10.1038/s41586-020-2493-4,Expanded encyclopaedias of DNA elements in the human and mouse genomes,Nature,2020,article,Nature,Federico Abascal; Reyes Acosta; Nicholas J. Addleman; Jessika Adrian; Veena Afzal; Rizi Ai; Bronwen Aken; Jennifer A. Akiyama; Omar Al Jammal; Henry Amrhein; Stacie M. Anderson; Gregory R. Andrews; Igor Antoshechkin; Kristin Ardlie; Joel Armstrong; Matthew Astley; Budhaditya Banerjee; Amira Barkal; If H. A. Barnes; Iros Barozzi; Daniel Barrell; Gemma Barson; Daniel J. Bates; Ulugbek K. Baymuradov; Cassandra Bazile; M Beer; Samantha Beik; M. A. Bender; Ruth Bennett; Louis Philip Benoit Bouvrette; B Bernstein; Andrew Berry; Anand Bhaskar; Alexandra Bignell; Steven M. Blue; David M. Bodine; Carles Boix; Nathan Boley; Tyler Borrman; Beatrice Borsari; Alan P. Boyle; Laurel A. Brandsmeier; Alessandra Breschi; Emery H. Bresnick; Jason A. Brooks; Michael Buckley; Christopher B. Burge; Rachel Byron; Eileen Cahill; Lingling Cai; Lulu Cao; Mark Carty; Rosa G. Castanon; Andres Castillo; Hassan Chaı̈b; Esther T. Chan; Daniel R. Chee; Sora Chee; Hao Chen; Huaming Chen; Jiayu Chen; Songjie Chen; J. Michael Cherry; Surya B. Chhetri; Jyoti S. Choudhary; Jacqueline Chrast; Dongjun Chung; Declan Clarke; Neal Cody; Candice J. Coppola; Julie Coursen; Anthony D'Ippolito; Stephen Dalton; Cassidy Danyko; Claire Davidson; José Dávila-Velderrain; Carrie Davis; Job Dekker; Alden Deran; Gilberto DeSalvo; Gloria Despacio-Reyes; Colin N. Dewey; Diane E. Dickel; Morgan Diegel; Mark Diekhans; Vishnu Dileep; Bo Ding; Sarah Djebali; Alexander Dobin; Daniel Domı́nguez; Sarah Donaldson; Jörg Drenkow; Timothy R. Dreszer; Yotam Drier; Michael O. Duff; Douglass Dunn; Catharine Eastman; Joseph R. Ecker; Matthew D. Edwards; Nicole El-Ali,"Wellcome Sanger Institute; Altius Institute for Biomedical Sciences; Stanford University; Lawrence Berkeley National Laboratory; University of California San Diego; European Bioinformatics Institute; National Institutes of Health; National Human Genome Research Institute; California Institute of Technology; University of Massachusetts Chan Medical School; Broad Institute; University of California, Santa Cruz; Brigham and Women's Hospital; Harvard University; California Institute for Regenerative Medicine; Massachusetts Institute of Technology; Johns Hopkins University; Fred Hutch Cancer Center; Université de Montréal; University of California, San Francisco; Massachusetts General Hospital; Sanford Consortium for Regenerative Medicine; Universitat Pompeu Fabra; Centre for Genomic Regulation; University of Michigan; HudsonAlpha Institute for Biotechnology; University of Wisconsin-Madison; University of Wisconsin Carbone Cancer Center; Tongji University; Shanghai Pulmonary Hospital; Memorial Sloan Kettering Cancer Center; Salk Institute for Biological Studies; Ludwig Cancer Research; University of Alabama in Huntsville; Institute of Cancer Research; University of Lausanne; The Ohio State University; Yale University; Duke University; University of Georgia; Cold Spring Harbor Laboratory; Florida State University; MGH Institute of Health Professions; Institute for Systems Biology; University of California, Irvine",73,2522.0,111.1116,0.99987396,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,GB; US; CA; ES; CN; CH,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2112484474,https://doi.org/10.1093/nar/gkt1249,Systematic discovery and characterization of regulatory motifs in ENCODE TF binding experiments,Oxford University Press,2013,article,Nucleic Acids Research,Pouya Kheradpour; Manolis Kellis,Vassar College; Massachusetts Institute of Technology; Broad Institute,116,518.0,13.4767,0.99291094,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,gold,journal,False,English,US,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2015845481,https://doi.org/10.1038/nature12787,An atlas of active enhancers across human cell types and tissues,Nature,2014,article,Nature,Robin Andersson; Claudia Gebhard; Irene Miguel-Escalada; Ilka Hoof; Jette Bornholdt; Mette Boyd; Yun Chen; Xiaobei Zhao; Christian Schmidl; Takahiro Suzuki; Evgenia Ntini; Erik Arner; Eivind Valen; Kang Li; Lucia Schwarzfischer; Dagmar Glatz; Johanna Raithel; Berit Lilje; Nicolas Rapin; Frederik Otzen Bagger; Mette Jørgensen; Peter Refsing Andersen; Nicolas Bertin; Owen J. L. Rackham; A. Maxwell Burroughs; J. Kenneth Baillie; Yuri Ishizu; Yuri Shimizu; Erina Furuhata; Shiori Maeda; Yutaka Negishi; Chris Mungall; Terrence F. Meehan; Timo Lassmann; Masayoshi Itoh; Hideya Kawaji; Naoto Kondo; Jun Kawai; Andreas Lennartsson; Carsten O. Daub; Peter Heutink; David Hume; Torben Heick Jensen; Harukazu Suzuki; Yoshihide Hayashizaki; Ferenc Müller; Alistair R. R. Forrest; Piero Carninci; Michael Rehli; Albin Sandelin,University of Copenhagen; University Hospital Regensburg; University of Birmingham; University of North Carolina at Chapel Hill; UNC Lineberger Comprehensive Cancer Center; CE Technologies (United Kingdom); RIKEN Center for Integrative Medical Sciences; Aarhus University; Harvard University; Rigshospitalet; Roslin Institute; Lawrence Berkeley National Laboratory; European Bioinformatics Institute; Wellcome Trust; Karolinska Institutet; Amsterdam UMC Location Vrije Universiteit Amsterdam,82,2781.0,105.136,0.99988032,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,bronze,journal,False,English,DK; DE; GB; US; JP; SE; NL,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1986223165,https://doi.org/10.1038/nature13182,A promoter-level mammalian expression atlas,Nature,2014,article,Nature,Bogumił Kaczkowski; Mutsumi Kanamori-Katayama; Charles Plessy; Michiel J. L. de Hoon; Marina Lizio; Timo Lassmann; Alessandro Bonetti; Matthias Harbers; Sachi Kato; Tsugumi Kawashima; Hiroko Ohmiya; Eri Saijyo; Fumi Hori; Masaaki Furuno; Mitsuyoshi Murata; Christophe Simon; Erik Arner; Jun Kawai; Harukazu Suzuki; Masayoshi Itoh; Shiro Fukuda; Naoto Kondo; Ri-ichiroh Manabe; Shigehiro Yoshida; Takehiro Hashimoto; Jayson Harshbarger; Akiko Saka; Thierry Sengstag; Atsutaka Kubosaki; Sugata Roy; Andrew T. Kwon; Carsten O. Daub; Jessica Severin; A. Maxwell Burroughs; Jordan A. Ramilowski; Hiromi Nishiyori; Noriko Ninomiya; Hisashi Shimoji; Hideya Kawaji; Shohei Noma; Shintaro Katayama; Miki Kojima; Masanori Suzuki; Piero Carninci; Naoko Suzuki; Kenichi Nakazato; Yoshihide Hayashizaki; Naoko Takahashi; Takahiro Arakawa; Sayaka Nagao-Sato; Kaoru Kaida; Ai Kaiho; Yuki Hasegawa; Nicolas Bertin; Morana Vitezic; Akira Hasegawa; Alka Saxena; Efthymios Motakis; Shoko Watanabe; Mizuho Sakai; Michihira Tagami; Kazuhiro Kajiyama; Yuri Ishizu; Jay W. Shin; Alistair R. R. Forrest; Takeya Kasukawa,"CE Technologies (United Kingdom); RIKEN Center for Integrative Medical Sciences; University of Regensburg; University of Edinburgh; University of Bergen; Imperial College London; Engelhardt Institute of Molecular Biology; Russian Academy of Sciences; University of Copenhagen; Lawrence Berkeley National Laboratory; Wellcome Trust; Massey University; King Abdullah University of Science and Technology; Harvard University Press; RIKEN Advanced Science Institute; Austrian Academy of Sciences; Karolinska Institutet; Universidade do Porto; Vrije Universiteit Amsterdam; Charité - Universitätsmedizin Berlin; University of Basel; The University of Queensland; University of Delaware; University of Cape Town; International Centre for Genetic Engineering and Biotechnology; Columbia University; Technische Universität Dresden; Yeshiva University; Royal Netherlands Academy of Arts and Sciences; Utrecht University; ETH Zurich; University at Buffalo, State University of New York; Norwegian University of Science and Technology; University of Bristol; Rice University; Johns Hopkins University; National Institute of Advanced Industrial Science and Technology; Tohoku University; Keio University; Amsterdam University of the Arts; University of Amsterdam; Leiden University; University of British Columbia; Scuola Internazionale Superiore di Studi Avanzati; The University of Osaka; The Wistar Institute",56,2161.0,90.6247,0.9998468,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,GB; JP; DE; NO; RU; DK; US; NZ; SA; AT; SE; PT; NL; CH; AU; ZA; IT; CA,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1964963969,https://doi.org/10.1038/nature11232,The accessible chromatin landscape of the human genome,Nature,2012,article,Nature,Robert E. Thurman; Eric Rynes; Richard Humbert; Jeff Vierstra; Matthew T. Maurano; Eric Haugen; Nathan C. Sheffield; Andrew B. Stergachis; Hao Wang; Benjamin Vernot; Kavita S. Garg; Sam John; Richard Sandstrom; Daniel Bates; Lisa Boatman; Theresa K. Canfield; Morgan Diegel; Douglas Dunn; Abigail K. Ebersol; Tristan Frum; Erika Giste; Audra Johnson; Ericka M. Johnson; Tanya Kutyavin; Bryan R. Lajoie; Bum-Kyu Lee; Kristen Lee; Darin London; Dimitra M. Lotakis; Shane Neph; Fidencio Neri; Éric Nguyen; Hongzhu Qu; Alex Reynolds; Vaughn Roach; Alexias Safi; Minerva E. Sanchez; Amartya Sanyal; Anthony Shafer; Jeremy M. Simon; Lingyun Song; Shinny Vong; Molly Weaver; Yongqi Yan; Zhancheng Zhang; Zhuzhu Zhang; Boris Lenhard; Muneesh Tewari; Michael O. Dorschner; R. Scott Hansen; Patrick A. Navas; George Stamatoyannopoulos; Vishwanath R. Iyer; Jason D. Lieb; Shamil Sunyaev; Joshua M. Akey; Peter J. Sabo; Rajinder Kaul; Terrence S. Furey; Job Dekker; Gregory E. Crawford; J Stamatoyannopoulos,Seattle University; University of Washington; Duke University; Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa; Fred Hutch Cancer Center; University of Washington Medical Center; University of Massachusetts Chan Medical School; The University of Texas at Austin; Beijing Institute of Genomics; Chinese Academy of Sciences; University of North Carolina at Chapel Hill; University of Bergen; Harvard University; Brigham and Women's Hospital; Harvard University Press; Imperial College London,38,2875.0,103.7225,0.99987728,Genomics and Chromatin Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; ZA; CN; NO; GB,True
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W1533942137,https://doi.org/10.1126/science.1262110,The Genotype-Tissue Expression (GTEx) pilot analysis: Multitissue gene regulation in humans,American Association for the Advancement of Science,2015,article,Science,Kristin G. Ardlie; David S. DeLuca; Ayellet V. Segrè; Timothy J. Sullivan; Taylor Young; Ellen Gelfand; Casandra A. Trowbridge; Julian Maller; Taru Tukiainen; Monkol Lek; Lucas D. Ward; Pouya Kheradpour; Benjamin Iriarte; Yan Meng; Cameron D. Palmer; Tõnu Esko; Wendy Winckler; Joel N. Hirschhorn; Manolis Kellis; Daniel G. MacArthur; Gad Getz; Andrey A. Shabalin; Gen Li; Yi‐Hui Zhou; Andrew B. Nobel; Ivan Rusyn; Fred A. Wright; Tuuli Lappalainen; Pedro G. Ferreira; Halit Ongen; Manuel A. Rivas; Alexis Battle; Sara Mostafavi; Jean Monlong; Michael Sammeth; Marta Melé; Ferrán Reverter; Jakob M. Goldmann; Daphne Koller; Roderic Guigó; Mark I. McCarthy; Emmanouil T. Dermitzakis; Eric R. Gamazon; Hae Kyung Im; Anuar Konkashbaev; Dan L. Nicolae; Nancy J. Cox; Timothée Flutre; Xiaoquan Wen; Matthew Stephens; Jonathan K. Pritchard; Zhidong Tu; Bin Zhang; Tao Huang; Quan Long; Luan Lin; Jialiang Yang; Jun Zhu; Jun Liu; Amanda Brown; Bernadette Mestichelli; Denee Tidwell; Edmund Lo; Mike Salvatore; Saboor Shad; Jeffrey A. Thomas; John T. Lonsdale; Michael T. Moser; Bryan M. Gillard; Ellen Karasik; Kimberly Ramsey; Christopher Choi; Barbara A. Foster; John Syron; Johnell Fleming; Harold I. Magazine; Rick Hasz; Gary Walters; Jason Bridge; Mark Miklos; Susan Sullivan; Laura K. Barker; Heather M. Traino; Maghboeba Mosavel; Laura A. Siminoff; Dana R. Valley; Daniel C. Rohrer; Scott D. Jewell; Philip A. Branton; Leslie H. Sobin; Mary E. Barcus; Liqun Qi; Jeffrey A. McLean; Pushpa Hariharan; Ki Sung Um; Shenpei Wu; David E. Tabor; Charles Shive; Anna M. Smith; Stephen A. Buia,Agropolis International; Amélioration Génétique et Adaptation des Plantes méditerranéennes et tropicales,83,5643.0,450.693,0.99997396,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,green,journal,False,English,FR,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2761275051,https://doi.org/10.1038/nature24277,Genetic effects on gene expression across human tissues,Nature,2017,article,Nature,Taru Tukiainen; Katherine H. Huang; Kristin G. Ardlie; Daniel G. MacArthur; Xiao Li; Ayellet V. Segrè; Hailei Zhang; Gerald Quon; Ellen T. Gelfand; Beryl B. Cummings; François Aguet; Manolis Kellis; Michael S. Noble; Timothy J. Sullivan; Gad Getz; Jared L. Nedzel; Monkol Lek; Duyen Y. Nguyen; Kane Hadley; Emmanouil T. Dermitzakis; Olivier Delaneau; Halit Ongen; Andrew A. Brown; Pejman Mohammadi; Stephane E. Castel; Tuuli Lappalainen; Zachary Zappala; Tyler C. Shimko; Stephen B. Montgomery; Carlos D. Bustamante; Nicole A. Teran; Joe R. Davis; Nathan S. Abell; Laure Frésard; Brunilda Balliu; Boxiang Liu; Michael J. Gloudemans; Xin Li; Emily K. Tsang; Yuan He; Benjamin J. Strober; Brian Jo; Ariel D. H. Gewirtz; YoSon Park; Christopher D. Brown; Ashis Saha; Princy Parsana; Alexis Battle; Amy Z. He; Stephan Ripke; Anjene Addington; Susan Koester; Abhi Rao; Philip A. Branton; Helen M. Moore; Ping Guan; A. Roger Little; Nicole C. Lockhart; Simona Volpi; Jeffery P. Struewing; Lori E. Brigham; Richard Hasz; Kevin Myer; Bryan Roe; Marcus Hunter; Christopher Johns; Joseph Wheeler; Gary Walters; Michael Washington; Mark Johnson; Bernadette Mestichelli; John T. Lonsdale; Saboor Shad; Michael Salvatore; William F. Leinweber; Jeffrey A. Thomas; Gene Kopen; Alisa McDonald,Broad Institute; Harvard University; Johns Hopkins University; Massachusetts General Hospital; Massachusetts Institute of Technology; University of Pennsylvania; Princeton University; Stanford University; University of Geneva; SIB Swiss Institute of Bioinformatics; Columbia University Irving Medical Center; New York Genome Center; Columbia University; National Institute of Mental Health; Specim (Finland); National Cancer Institute; National Institute on Drug Abuse; National Human Genome Research Institute; Human Genome Sciences (United States); Capital Meeting Planning; Northern Virginia Community College; Gift of Life Michigan; Houston Galveston Institute; Organ Recovery Systems (United States); Lifenet Health,84,4601.0,399.9565,1.0,Genetic Associations and Epidemiology,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; CH; CZ; FI,False
GPT,Genomics,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3029661147,https://doi.org/10.1038/s41586-020-2308-7,"The mutational constraint spectrum quantified from variation in 141,456 humans",Nature,2020,article,Nature,Konrad J. Karczewski; Laurent C. Francioli; Grace Tiao; Beryl B. Cummings; Jessica Alföldi; Qingbo S. Wang; Ryan L. Collins; Kristen M. Laricchia; Andrea Ganna; Daniel P. Birnbaum; Laura D. Gauthier; Harrison Brand; Matthew Solomonson; Nicholas A. Watts; Daniel R. Rhodes; Moriel Singer‐Berk; Eleina England; Eleanor G. Seaby; Jack A. Kosmicki; Raymond K. Walters; Katherine Tashman; Yossi Farjoun; Eric Banks; Timothy Poterba; Arcturus Wang; Cotton Seed; Nicola Whiffin; Jessica X. Chong; Kaitlin E. Samocha; Emma Pierce‐Hoffman; Zachary Zappala; Anne O'Donnell‐Luria; Eric Vallabh Minikel; Ben Weisburd; Monkol Lek; James S. Ware; Christopher Vittal; Irina M. Armean; Louis Bergelson; Kristian Cibulskis; Kristen M. Connolly; Miguel Covarrubias; Stacey Donnelly; Steven Ferriera; Stacey Gabriel; Jeff Gentry; Namrata Gupta; Thibault Jeandet; Diane Kaplan; Christopher Llanwarne; Ruchi Munshi; Sam Novod; Nikelle Petrillo; David Roazen; Valentín Ruano-Rubio; Andrea Saltzman; Molly Schleicher; José Soto; Kathleen Tibbetts; Charlotte Tolonen; Gordon Wade; Michael E. Talkowski; Carlos A. Aguilar‐Salinas; Tariq Ahmad; Christine M. Albert; Diego Ardissino; Gil Atzmon; John Barnard; Laurent Beaugerie; Emelia J. Benjamin; Michael Boehnke; Lori L. Bonnycastle; Erwin P. Böttinger; Donald W. Bowden; Matthew J. Bown; John C. Chambers; Juliana C.N. Chan; Daniel I. Chasman; Judy H. Cho; Mina K. Chung; Bruce M. Cohen; Adolfo Correa; Dana Dabelea; Mark J. Daly; Dawood Darbar; Ravindranath Duggirala; Josée Dupuis; Patrick T. Ellinor; Roberto Elosúa; Jeanette Erdmann; Tōnu Esko; Martti Färkkilâ; José C. Florez; André Franke; Gad Getz; Benjamin Gläser; Stephen J. Glatt; David Goldstein; Clicerio González; Leif Groop,Broad Institute; Massachusetts General Hospital; Harvard University; Institute for Molecular Medicine Finland; Queen Mary University of London; Barts Health NHS Trust; William Harvey Research Institute; Harefield Hospital; MRC London Institute of Medical Sciences; Imperial College London; University of Washington; Wellcome Sanger Institute; Vertex Pharmaceuticals (United States); Boston Children's Hospital; Yale University; Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán; Peninsula College of Medicine and Dentistry; Brigham and Women's Hospital; University of Parma; Albert Einstein College of Medicine; University of Haifa; Cleveland Clinic Lerner College of Medicine; Sorbonne Université; Assistance Publique - Hôpitaux de Paris; Hôpital Saint-Antoine; Boston University; National Heart Lung and Blood Institute; Framingham Heart Study; University of Michigan; National Institutes of Health; National Human Genome Research Institute; Icahn School of Medicine at Mount Sinai; Wake Forest University; University of Leicester; Glenfield Hospital; NIHR Leicester Biomedical Research Centre; Imperial College Healthcare NHS Trust; Ealing Hospital; Ealing Hospital NHS Trust; Chinese University of Hong Kong; McLean Hospital; Jackson Memorial Hospital; University of Mississippi Medical Center; Colorado School of Public Health; University of Illinois Chicago; Texas Biomedical Research Institute; Universitat de Vic - Universitat Central de Catalunya; Centro de Investigación en Red en Enfermedades Cardiovasculares; Centro de Investigación Biomédica en Red; Hospital Del Mar; Hospital del Mar Research Institute; German Centre for Cardiovascular Research; University of Lübeck; University of Tartu; University of Helsinki; Helsinki University Hospital; Christian-Albrechts-Universität zu Kiel; Analysis Group (United States); Hadassah Medical Center; SUNY Upstate Medical University; Columbia University Irving Medical Center; Instituto Nacional de Salud Pública; Lund University,53,9937.0,1164.1078,1.0,Genomics and Rare Diseases,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences,True,hybrid,journal,False,English,US; FI; GB; MX; IT; IL; FR; HK; ES; DE; EE; SE,True
