system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Semantic Scholar,null/unknown,null/unknown,Proximal Policy Optimization Algorithms,null/unknown,2017.0,null/unknown,arXiv,John Schulman; Filip Wolski; Prafulla Dhariwal; Alec Radford; Oleg Klimov,null/unknown,14.0,26815.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2260756217,https://doi.org/10.48550/arxiv.1602.01783,Asynchronous Methods for Deep Reinforcement Learning,Cornell University,2016.0,preprint,arXiv,Volodymyr Mnih; Adrià Puigdomènech Badia; Mehdi Mirza; Alex Graves; Timothy Lillicrap; Tim Harley; David Silver; Koray Kavukcuoglu,null/unknown,32.0,1690.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2963864421,null/unknown,Continuous control with deep reinforcement learning,Cornell University,2016.0,article,arXiv,Timothy Lillicrap; Jonathan J. Hunt; Alexander Pritzel; Nicolas Heess; Tom Erez; Yuval Tassa; David Silver; Daan Wierstra,Google (United States); Google DeepMind (United Kingdom),31.0,6777.0,503.2782,0.99995514,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US; GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2165150801,null/unknown,Deterministic policy gradient algorithms,Centre National de la Recherche Scientifique,2014.0,preprint,HAL (Le Centre pour la Communication Scientifique Directe),David Silver; Guy Lever; Nicolas Heess; Thomas Degris; Daan Wierstra; Martin Riedmiller,Google DeepMind (United Kingdom),20.0,1741.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2787938642,https://doi.org/10.48550/arxiv.1802.09477,Addressing Function Approximation Error in Actor-Critic Methods,Cornell University,2018.0,preprint,arXiv,Scott Fujimoto; Herke van Hoof; David Meger,null/unknown,39.0,2364.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2781726626,https://doi.org/10.48550/arxiv.1801.01290,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,Cornell University,2018.0,preprint,arXiv,Tuomas Haarnoja; Aurick Zhou; Pieter Abbeel; Sergey Levine,null/unknown,34.0,3485.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2904246096,https://doi.org/10.48550/arxiv.1812.05905,Soft Actor-Critic Algorithms and Applications,Cornell University,2018.0,preprint,arXiv,Tuomas Haarnoja; Aurick Zhou; Kristian Hartikainen; George Tucker; Sehoon Ha; Jie Tan; Vikash Kumar; Henry Zhu; Abhishek Gupta; Pieter Abbeel; Sergey Levine,null/unknown,44.0,1939.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2342662072,https://doi.org/10.48550/arxiv.1604.06778,Benchmarking Deep Reinforcement Learning for Continuous Control,Cornell University,2016.0,preprint,arXiv,Yan Duan; Xi Chen; Rein Houthooft; John Schulman; Pieter Abbeel,null/unknown,64.0,968.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1191599655,https://doi.org/10.48550/arxiv.1506.02438,High-Dimensional Continuous Control Using Generalized Advantage Estimation,Cornell University,2015.0,preprint,arXiv,John Schulman; Philipp Moritz; Sergey Levine; Michael I. Jordan; Pieter Abbeel,"University of California, Berkeley",23.0,1748.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2130801532,null/unknown,A Natural Policy Gradient,University of Pennsylvania,2001.0,article,ScholarlyCommons (University of Pennsylvania),Sham M. Kakade,Oxford Centre for Computational Neuroscience,10.0,729.0,4.9203,0.95023158,Machine Learning and Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2130801532,null/unknown,A Natural Policy Gradient,University of Pennsylvania,2001.0,article,ScholarlyCommons (University of Pennsylvania),Sham M. Kakade,Oxford Centre for Computational Neuroscience,10.0,729.0,4.9203,0.95022832,Machine Learning and Algorithms,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2155027007,null/unknown,Policy Gradient Methods for Reinforcement Learning with Function Approximation,null/unknown,1999.0,article,null/unknown,Richard S. Sutton; David McAllester; Satinder Singh; Yishay Mansour,AT&T (United States),18.0,4964.0,26.5526,0.99642746,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2156737235,null/unknown,Actor-critic algorithms,Massachusetts Institute of Technology,2002.0,book chapter,DSpace@MIT (Massachusetts Institute of Technology),Vijay R. Konda; John N. Tsitsiklis,Massachusetts Institute of Technology,17.0,1818.0,8.2288,0.97653959,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W32403112,https://doi.org/10.1007/bf00992698,Q-learning,Springer,1992.0,article,Machine Learning,Christopher J. Watkins; Peter Dayan,The FRAM Centre; University of Edinburgh,14.0,8935.0,19.5304,0.99330609,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,NO; GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3011120880,null/unknown,Learning from delayed rewards,Institut de l'Information Scientifique et Technique,1989.0,article,OpenGrey (Institut de l'Information Scientifique et Technique),Chris Watkins,null/unknown,0.0,5471.0,37.0543,0.99816136,Intelligent Tutoring Systems and Adaptive Learning,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1557517019,https://doi.org/10.1023/a:1022676722315,Technical Note: Q-Learning,Springer,1992.0,article,Machine Learning,Christopher J. Watkins; Peter Dayan,Highbury Hospital; University of Edinburgh,17.0,3655.0,27.8994,0.99678345,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1980035368,https://doi.org/10.1145/122344.122377,"Dyna, an integrated architecture for learning, planning, and reacting",Association for Computing Machinery,1991.0,article,ACM SIGART Bulletin,Richard S. Sutton,null/unknown,18.0,753.0,1.0787,0.80068266,AI-based Problem Solving and Planning,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2113501460,https://doi.org/10.1162/089976600300015961,Reinforcement Learning in Continuous Time and Space,MIT Press,2000.0,article,Neural Computation,Kenji Doya,Research Organization of Information and Systems,49.0,980.0,19.6528,0.99357919,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,JP,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2121517924,https://doi.org/10.1613/jair.639,Hierarchical Reinforcement Learning with the MAXQ Value Function Decomposition,AI Access Foundation,2000.0,article,Journal of Artificial Intelligence Research,Tom Dietterich,Oregon State University,52.0,1427.0,38.2453,0.99795434,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2109910161,https://doi.org/10.1016/s0004-3702(99)00052-1,Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,Elsevier,1999.0,article,Artificial Intelligence,Richard S. Sutton; Doina Precup; Satinder Singh,AT&T (United States); University of Massachusetts Amherst,75.0,3091.0,34.8798,0.99801542,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W1556824961,https://doi.org/10.1007/3-540-45622-8_16,Learning Options in Reinforcement Learning,Springer,2002.0,book chapter,Lecture Notes in Computer Science,Martin Stolle; Doina Precup,McGill University,28.0,268.0,0.5658,0.65654862,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,book series,False,English,CA,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,Crossref,null/unknown,https://doi.org/10.1162/neco_a_00282,The Successor Representation and Temporal Context,MIT Press,2012.0,article,Neural Computation,Samuel J. Gershman; Christopher D. Moore; Michael T. Todd; Kenneth A. Norman; Per B. Sederberg,null/unknown,57.0,99.0,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2131600418,https://doi.org/10.1145/203330.203343,Temporal difference learning and TD-Gammon,Association for Computing Machinery,1995.0,article,Communications of the ACM,Gerald Tesauro,IBM Research - Thomas J. Watson Research Center,7.0,1479.0,25.9424,0.99616858,Artificial Intelligence in Games,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W4240813273,https://doi.org/10.1023/a:1022632907294,The Convergence of TD(λ) for General λ,Springer,1992.0,article,Machine Learning,Peter Dayan,University of Edinburgh,31.0,49.0,2.7797,0.91587964,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,True,bronze,journal,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2142592520,https://doi.org/10.1007/springerreference_117344,Neural Networks for Control,null/unknown,2012.0,other,SpringerReference,null/unknown,null/unknown,0.0,1052.0,null/unknown,null/unknown,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2902456977,https://doi.org/10.48550/arxiv.1811.11682,Experience Replay for Continual Learning,Cornell University,2018.0,preprint,arXiv,David Rolnick; Arun Ahuja; Jonathan Schwarz; Timothy Lillicrap; Greg Wayne,Google (United States),29.0,376.0,null/unknown,null/unknown,Domain Adaptation and Few-Shot Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2201581102,https://doi.org/10.48550/arxiv.1511.05952,Prioritized Experience Replay,Cornell University,2015.0,preprint,arXiv,Tom Schaul; John Quan; Ioannis Antonoglou; David Silver,DeepMind (United Kingdom); Google (United States),29.0,2036.0,null/unknown,null/unknown,Neural dynamics and brain function,Cognitive Neuroscience,Neuroscience,Life Sciences,True,green,repository,False,English,GB; US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2733961795,https://doi.org/10.48550/arxiv.1707.01495,Hindsight Experience Replay,Cornell University,2017.0,preprint,arXiv,Marcin Andrychowicz; Filip Wolski; Alex Ray; Jonas Schneider; Rachel Fong; Peter Welinder; Bob McGrew; Josh Tobin; Pieter Abbeel; Wojciech Zaremba,null/unknown,44.0,352.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2761873684,https://doi.org/10.1609/aaai.v32i1.11796,Rainbow: Combining Improvements in Deep Reinforcement Learning,Association for the Advancement of Artificial Intelligence,2018.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Matteo Hessel; Joseph Modayil; Hado van Hasselt; Tom Schaul; Georg Ostrovski; Will Dabney; Dan Horgan; Bilal Piot; Mohammad Gheshlaghi Azar; David Silver,DeepMind (United Kingdom),58.0,1702.0,56.3884,0.9990142,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,conference,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2173564293,https://doi.org/10.48550/arxiv.1511.06581,Dueling Network Architectures for Deep Reinforcement Learning,Cornell University,2015.0,article,arXiv,Ziyu Wang; Tom Schaul; Matteo Hessel; Hado van Hasselt; Marc Lanctot; Nando de Freitas,Google (United Kingdom); DeepMind (United Kingdom),23.0,1815.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2115211925,null/unknown,Double Q-learning,null/unknown,2010.0,article,Neural Information Processing Systems,Hado van Hasselt,Centrum Wiskunde & Informatica,24.0,393.0,3.6608,0.93584071,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,conference,False,English,NL,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2121092017,https://doi.org/10.48550/arxiv.1507.06527,Deep Recurrent Q-Learning for Partially Observable MDPs,Cornell University,2015.0,preprint,arXiv,Matthew Hausknecht; Peter Stone,The University of Texas at Austin,11.0,686.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2724169821,https://doi.org/10.48550/arxiv.1706.10295,Noisy Networks for Exploration,Cornell University,2017.0,preprint,arXiv,Meire Fortunato; Mohammad Gheshlaghi Azar; Bilal Piot; Jacob Menick; Ian Osband; Alex Graves; Vlad Mnih; Rémi Munos; Demis Hassabis; Olivier Pietquin; Charles Blundell; Shane Legg,null/unknown,44.0,388.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2788781499,https://doi.org/10.48550/arxiv.1802.10567,Learning by Playing - Solving Sparse Reward Tasks from Scratch,Cornell University,2018.0,preprint,arXiv,Martin Riedmiller; Roland Hafner; Thomas Lampe; Michael Neunert; Jonas Degrave; Tom Van de Wiele; Volodymyr Mnih; Nicolas Heess; Jost Tobias Springenberg,null/unknown,40.0,154.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2596982695,https://doi.org/10.48550/arxiv.1703.01310,Count-Based Exploration with Neural Density Models,Cornell University,2017.0,preprint,arXiv,Georg Ostrovski; Marc G. Bellemare; Aäron van den Oord; Rémi Munos,null/unknown,22.0,222.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2899205164,https://doi.org/10.48550/arxiv.1810.12894,Exploration by Random Network Distillation,Cornell University,2018.0,preprint,arXiv,Yuri Burda; Harrison Edwards; Amos Storkey; Oleg Klimov,OpenAI (United States),41.0,259.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3035060554,https://doi.org/10.48550/arxiv.2006.07733,Bootstrap your own latent: A new approach to self-supervised Learning,Cornell University,2020.0,preprint,arXiv,Jean-Bastien Grill; Florian Strub; Florent Altché; Corentin Tallec; Pierre H. Richemond; Elena Buchatskaya; Carl Doersch; Bernardo Ávila Pires; Zhaohan Daniel Guo; Mohammad Gheshlaghi Azar; Bilal Piot; Koray Kavukcuoglu; Rémi Munos; Michal Vaľko,DeepMind (United Kingdom); Imperial College London,98.0,3437.0,null/unknown,null/unknown,Domain Adaptation and Few-Shot Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,GB,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W3164005523,https://doi.org/10.1016/j.artint.2021.103535,Reward is enough,Elsevier,2021.0,article,Artificial Intelligence,David Silver; Satinder Singh; Doina Precup; Richard S. Sutton,null/unknown,86.0,380.0,40.2998,0.9986366,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,journal,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2765302304,https://doi.org/10.1609/aaai.v32i1.11791,Distributional Reinforcement Learning With Quantile Regression,Association for the Advancement of Artificial Intelligence,2018.0,article,Proceedings of the AAAI Conference on Artificial Intelligence,Will Dabney; Mark Rowland; Marc G. Bellemare; Rémi Munos,DeepMind (United Kingdom); University of Cambridge; Google (United States),52.0,494.0,9.9325,0.982847,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,conference,False,English,GB; US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2739473244,https://doi.org/10.48550/arxiv.1707.06887,A Distributional Perspective on Reinforcement Learning,Cornell University,2017.0,preprint,arXiv,Marc G. Bellemare; Will Dabney; Rémi Munos,Google (United States); Amazon (United States),38.0,241.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2803308811,https://doi.org/10.48550/arxiv.1806.06923,Implicit Quantile Networks for Distributional Reinforcement Learning,Cornell University,2018.0,preprint,arXiv,Will Dabney; Georg Ostrovski; David Silver; Rémi Munos,null/unknown,46.0,197.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2550182557,https://doi.org/10.48550/arxiv.1611.05763,Learning to reinforcement learn,Cornell University,2016.0,preprint,arXiv,Jane X. Wang; Zeb Kurth‐Nelson; Dhruva Tirumala; Hubert Soyer; Joel Z. Leibo; Rémi Munos; Charles Blundell; Dharshan Kumaran; Matt Botvinick,null/unknown,32.0,380.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2604763608,https://doi.org/10.48550/arxiv.1703.03400,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,Cornell University,2017.0,preprint,arXiv,Chelsea Finn; Pieter Abbeel; Sergey Levine,"University of California, Berkeley; OpenAI (United States)",32.0,5764.0,null/unknown,null/unknown,Domain Adaptation and Few-Shot Learning,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
DeepSeek,Reinforcement Learning,2026-04-26 18:40:00,OpenAlex,https://openalex.org/W2765602917,https://doi.org/10.48550/arxiv.1710.09767,Meta Learning Shared Hierarchies,Cornell University,2017.0,preprint,arXiv,Kevin Frans; Jonathan Ho; Xi Chen; Pieter Abbeel; John Schulman,null/unknown,8.0,117.0,null/unknown,null/unknown,Reinforcement Learning in Robotics,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
