system,query word,query datetime,dataset,openalex id,doi,title,publisher,year,type,publication venue,authors,institutions,reference,cited by,fwci,citation percentile (by year/subfield),primary topic,primary subfield,primary field,primary domain,is oa,open access status,source type,retracted,language,country,from global south
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2130942839,https://doi.org/10.48550/arxiv.1409.3215,Sequence to Sequence Learning with Neural Networks,Cornell University,2014,preprint,arXiv,Ilya Sutskever; Oriol Vinyals; Quoc V. Le,Google (United States),29.0,13334.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2157331557,https://doi.org/10.3115/v1/d14-1179,Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation,null/unknown,2014,preprint,null/unknown,Kyunghyun Cho; Bart van Merriënboer; Çaǧlar Gülçehre; Dzmitry Bahdanau; Fethi Bougares; Holger Schwenk; Yoshua Bengio,University of Maine School of Law; Alcatel Lucent (Germany); Polytechnique Montréal,31.0,24097.0,583.6386,0.99996168,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; DE; CA,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2133564696,https://doi.org/10.48550/arxiv.1409.0473,Neural Machine Translation by Jointly Learning to Align and Translate,Cornell University,2014,preprint,arXiv,Dzmitry Bahdanau,Constructor University,22.0,14596.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,DE,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2064675550,https://doi.org/10.1162/neco.1997.9.8.1735,Long Short-Term Memory,MIT Press,1997,article,Neural Computation,Sepp Hochreiter; Jürgen Schmidhuber,Technical University of Munich; Dalle Molle Institute for Artificial Intelligence Research,34.0,95860.0,21.7598,0.99429926,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,journal,False,English,DE; CH,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2787560479,https://doi.org/10.18653/v1/n18-1202,Deep Contextualized Word Representations,null/unknown,2018,preprint,null/unknown,Matthew E. Peters; Mark E Neumann; Mohit Iyyer; Matt Gardner; Christopher Clark; Kenton Lee; Luke Zettlemoyer,Allen Institute for Artificial Intelligence,53.0,1791.0,274.5021,0.99995745,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2798812533,https://doi.org/10.18653/v1/p18-1031,Universal Language Model Fine-tuning for Text Classification,null/unknown,2018,preprint,null/unknown,Jeremy Howard; Sebastian Ruder,North Carolina State University; Ollscoil na Gaillimhe - University of Galway,1.0,341.0,35.2017,0.9972596,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; IE,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2296283641,https://doi.org/10.18653/v1/n16-1030,Neural Architectures for Named Entity Recognition,null/unknown,2016,article,null/unknown,Guillaume Lample; Miguel Ballesteros; Sandeep Subramanian; Kazuya Kawakami; Chris Dyer,Carnegie Mellon University; Pompeu Fabra University,48.0,4388.0,663.9792,0.99997757,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; ES,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2507756961,null/unknown,Pointer networks,null/unknown,2015,article,Neural Information Processing Systems,Oriol Vinyals; Meire Fortunato; Navdeep Jaitly,"Google (United States); University of California, Berkeley",16.0,1337.0,77.2051,1.0,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,False,closed,conference,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2606974598,https://doi.org/10.18653/v1/p17-1099,Get To The Point: Summarization with Pointer-Generator Networks,null/unknown,2017,article,null/unknown,Abigail See; Peter J. Liu; Christopher D. Manning,Stanford University; Google (United States),39.0,3854.0,323.7017,0.99992778,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2626778328,https://doi.org/10.65215/2q58a426,Attention Is All You Need,null/unknown,2025,preprint,null/unknown,Ashish Vaswani; Noam Shazeer; Niki Parmar; Jakob Uszkoreit; Llion Jones; Aidan N. Gomez; Łukasz Kaiser; Illia Polosukhin,Google (United States); University of Southern California; University of Toronto,28.0,6526.0,141.6166,0.999771,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; CA,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,https://doi.org/10.18653/v1/N19-1423,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,null/unknown,2019,null/unknown,North American Chapter of the Association for Computational Linguistics,Jacob Devlin; Ming-Wei Chang; Kenton Lee; Kristina Toutanova,null/unknown,63.0,113451.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,Improving Language Understanding by Generative Pre-Training,null/unknown,2018,null/unknown,null/unknown,Alec Radford; Karthik Narasimhan,null/unknown,73.0,14605.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,Language Models are Unsupervised Multitask Learners,null/unknown,2019,null/unknown,null/unknown,Alec Radford; Jeff Wu; R. Child; D. Luan; Dario Amodei; I. Sutskever,null/unknown,75.0,28206.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3030163527,https://doi.org/10.48550/arxiv.2005.14165,Language Models are Few-Shot Learners,Cornell University,2020,preprint,arXiv,T. B. Brown; Benjamin Mann; Nick Ryder; Melanie Subbiah; Jared Kaplan; Prafulla Dhariwal; Arvind Neelakantan; Pranav Shyam; Girish Sastry; Amanda Askell; Sandhini Agarwal; Ariel Herbert-Voss; Gretchen Krueger; Tom Henighan; Rewon Child; Aditya Ramesh; Daniel M. Ziegler; Jeffrey Wu; Clemens Winter; Christopher Hesse; Mark Chen; Eric J. Sigler; Mateusz Litwin; Scott Gray; Benjamin Chess; Jack Clark; Christopher Berner; Sam McCandlish; Alec Radford; Ilya Sutskever; Dario Amodei,null/unknown,127.0,3029.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,RoBERTa: A Robustly Optimized BERT Pretraining Approach,null/unknown,2019,null/unknown,arXiv,Yinhan Liu; Myle Ott; Naman Goyal; Jingfei Du; Mandar Joshi; Danqi Chen; Omer Levy; M. Lewis; Luke Zettlemoyer; Veselin Stoyanov,null/unknown,68.0,29314.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2975059944,https://doi.org/10.48550/arxiv.1909.11942,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,Cornell University,2019,preprint,arXiv,Zhenzhong Lan; Mingda Chen; Sebastian Goodman; Kevin Gimpel; Piyush Sharma; Radu Soricut,Google (United States); Toyota Technological Institute at Chicago; New York University,59.0,984.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,null/unknown,2019,null/unknown,Journal of Machine Learning Research,Colin Raffel; Noam Shazeer; Adam Roberts; Katherine Lee; Sharan Narang; Michael Matena; Yanqi Zhou; Wei Li; Peter J. Liu,null/unknown,125.0,25327.0,null/unknown,null/unknown,Mathematics; Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2982399380,https://doi.org/10.18653/v1/2020.acl-main.703,"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension",null/unknown,2020,preprint,null/unknown,Mike Lewis; Yinhan Liu; Naman Goyal; Marjan Ghazvininejad; Abdelrahman Mohamed; Omer Levy; Ves Stoyanov; Luke Zettlemoyer,Meta (Israel); Seattle University; University of Washington,32.0,1224.0,150.0001,0.99983336,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,IL; US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2996035354,https://doi.org/10.48550/arxiv.2003.10555,ELECTRA: Pre-training Text Encoders as Discriminators Rather Than Generators,Cornell University,2020,article,arXiv,Kevin B. Clark; Minh-Thang Luong; Quoc V. Le; Christopher D. Manning,Stanford University; Google (United States),48.0,541.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2962753370,https://doi.org/10.1162/tacl_a_00300,SpanBERT: Improving Pre-training by Representing and Predicting Spans,Association for Computational Linguistics,2020,preprint,Transactions of the Association for Computational Linguistics,Mandar Joshi; Danqi Chen; Yinhan Liu; Daniel S. Weld; Luke Zettlemoyer; Omer Levy,Google (United States); University of Washington; Princeton University; Meta (Israel); Allen Institute for Artificial Intelligence; Institute of Art; Meta (United States),51.0,179.0,19.855,0.99472086,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,diamond,journal,False,English,US; IL; PL,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2950813464,https://doi.org/10.48550/arxiv.1906.08237,XLNet: Generalized Autoregressive Pretraining for Language Understanding,Cornell University,2019,preprint,arXiv,Zhilin Yang,Carnegie Mellon University,41.0,1857.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2964110616,https://doi.org/10.18653/v1/p19-1285,Transformer-XL: Attentive Language Models beyond a Fixed-Length Context,null/unknown,2019,preprint,null/unknown,Zihang Dai; Zhilin Yang; Yiming Yang; Jaime Carbonell; Quoc V. Le; Ruslan Salakhutdinov,Carnegie Mellon University; Google (United States),80.0,3117.0,253.6263,0.99988507,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3015468748,https://doi.org/10.48550/arxiv.2004.05150,Longformer: The Long-Document Transformer,Cornell University,2020,preprint,arXiv,Iz Beltagy; Matthew E. Peters; Arman Cohan,Allen Institute for Artificial Intelligence,54.0,2197.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2994673210,https://doi.org/10.48550/arxiv.2001.04451,Reformer: The Efficient Transformer,Cornell University,2020,article,arXiv,Nikita Kitaev; Łukasz Kaiser; Anselm Levskaya,"University of California, Berkeley; Google (United States)",18.0,323.0,null/unknown,null/unknown,Advanced Image and Video Retrieval Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2978017171,https://doi.org/10.4230/tgdk.3.3.5,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",Cornell University,2019,preprint,arXiv,Victor Sanh; Lysandre Debut; Julien Chaumond; Thomas Wolf,null/unknown,18.0,4577.0,344.794,0.99994637,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2963748441,https://doi.org/10.18653/v1/d16-1264,"SQuAD: 100,000+ Questions for Machine Comprehension of Text",null/unknown,2016,article,null/unknown,Pranav Rajpurkar; Jian Zhang; Konstantin Lopyrev; Percy Liang,null/unknown,27.0,6246.0,437.3515,0.99993832,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2923014074,https://doi.org/10.18653/v1/w18-5446,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,null/unknown,2018,article,null/unknown,Alex Wang; Amanpreet Singh; Julian Michael; Felix Hill; Omer Levy; Samuel Bowman,New York University; University of Washington; DeepMind (United Kingdom),19.0,3877.0,168.7528,0.99978725,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US; GB,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2943552823,https://doi.org/10.48550/arxiv.1905.00537,SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,Cornell University,2019,preprint,arXiv,Alex Wang; Yada Pruksachatkun; Nikita Nangia; Amanpreet Singh; Julian Michael; Felix Hill; Omer Levy; Samuel R. Bowman,University of Applied Sciences and Arts of Southern Switzerland; Shandong University of Political Science and Law; Supélec; Meta (Israel); University of Washington; DeepMind (United Kingdom),67.0,986.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,CH; CN; FR; IL; US; GB,True
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3001279689,https://doi.org/10.48550/arxiv.2001.08361,Scaling Laws for Neural Language Models,Cornell University,2020,preprint,arXiv,Jared Kaplan; Sam McCandlish; Tom Henighan; T. B. Brown; Benjamin Chess; Rewon Child; Scott Gray; Alec Radford; Jeffrey Wu; Dario Amodei,Johns Hopkins University; OpenAI (United States),43.0,1488.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4226278401,https://doi.org/10.48550/arxiv.2203.02155,Training language models to follow instructions with human feedback,Cornell University,2022,preprint,arXiv,Long Ouyang; Jeff Wu; Xu Jiang; Diogo Almeida; Carroll L. Wainwright; Pamela Mishkin; Chong Zhang; Sandhini Agarwal; Katarina Slama; Alex Ray; John Schulman; Jacob Hilton; Fraser Kelton; Luke E. Miller; Maddie Simens; Amanda Askell; Peter Welinder; Paul Christiano; Jan Leike; Ryan Lowe,null/unknown,0.0,4263.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,https://doi.org/10.48550/arXiv.2212.08073,Constitutional AI: Harmlessness from AI Feedback,null/unknown,2022,null/unknown,arXiv,Yuntao Bai; Saurav Kadavath; Sandipan Kundu; Amanda Askell; John Kernion; Andy Jones; A. Chen; Anna Goldie; Azalia Mirhoseini; C. McKinnon; Carol Chen; Catherine Olsson; Chris Olah; Danny Hernandez; Dawn Drain; Deep Ganguli; Dustin Li; Eli Tran-Johnson; E. Perez; Jamie Kerr; J. Mueller; Jeffrey Ladish; J. Landau; Kamal Ndousse; Kamilė Lukošiūtė; Liane Lovitt; M. Sellitto; Nelson Elhage; Nicholas Schiefer; Noem'i Mercado; Nova Dassarma; R. Lasenby; Robin Larson; Sam Ringer; Scott Johnston; Shauna Kravec; S. E. Showk; Stanislav Fort; Tamera Lanham; Timothy Telleen-Lawton; Tom Conerly; T. Henighan; Tristan Hume; Sam Bowman; Zac Hatfield-Dodds; Benjamin Mann; Dario Amodei; Nicholas Joseph; Sam McCandlish; Tom B. Brown; Jared Kaplan,null/unknown,77.0,2803.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W7133224126,https://doi.org/10.52202/068431-1800,Chain-Of-Thought Prompting Elicits Reasoning in Large Language Models,null/unknown,2022,article,null/unknown,Maarten Bosma; Ed Chi; Brian Ichter; Quoc V Le; Dale Schuurmans; Xuezhi Wang; Jason Wei; Fei Xia; Denny Zhou,null/unknown,0.0,220.0,21.237,0.99176047,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,null/unknown,False,null/unknown,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,Semantic Scholar,null/unknown,null/unknown,Self-Consistency Improves Chain of Thought Reasoning in Language Models,null/unknown,2022,null/unknown,International Conference on Learning Representations,Xuezhi Wang; Jason Wei; D. Schuurmans; Quoc Le; Ed H. Chi; Denny Zhou,null/unknown,0.0,6406.0,null/unknown,null/unknown,Computer Science,null/unknown,null/unknown,null/unknown,True,open,null/unknown,null/unknown,null/unknown,null/unknown,null/unknown
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4281557260,https://doi.org/10.48550/arxiv.2205.11916,Large Language Models are Zero-Shot Reasoners,Cornell University,2022,preprint,arXiv,Takeshi Kojima; Shixiang Gu; Machel Reid; Yutaka Matsuo; Yusuke Iwasawa,null/unknown,0.0,1103.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W4283026156,https://doi.org/10.48550/arxiv.2206.07682,Emergent Abilities of Large Language Models,Cornell University,2022,preprint,arXiv,"Wei, Jason; Yi Tay; Rishi Bommasani; Colin Raffel; Barret Zoph; Sebastian Borgeaud; Dani Yogatama; Maarten Bosma; Denny Zhou; Donald Metzler; Ed H.; Tatsunori Hashimoto; Oriol Vinyals; Percy Liang; Jeff Dean; William Fedus",null/unknown,0.0,1025.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3098425262,null/unknown,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,University College London,2020,article,UCL Discovery (University College London),Patrick Lewis; Ethan Perez; Aleksandra Piktus; Fabio Petroni; Vladimir Karpukhin; Naman Goyal; Heinrich Küttler; Mike Lewis; Wen-tau Yih; Tim Rocktäschel; Sebastian Riedel; Douwe Kiela,Meta (Israel); New York University,0.0,18.0,2.4479,0.91046652,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,False,closed,repository,False,English,IL; US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3173777717,https://doi.org/10.18653/v1/2021.acl-long.295,Making Pre-trained Language Models Better Few-shot Learners,null/unknown,2021,article,null/unknown,Tianyu Gao; Adam Fisch; Danqi Chen,Massachusetts Institute of Technology; Princeton University,60.0,1225.0,139.3703,0.99977628,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3174770825,https://doi.org/10.18653/v1/2021.acl-long.353,Prefix-Tuning: Optimizing Continuous Prompts for Generation,null/unknown,2021,article,null/unknown,Xiang Lisa Li; Percy Liang,Stanford University,60.0,2123.0,209.6152,0.9999091,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3152956381,https://doi.org/10.18653/v1/2021.emnlp-main.243,The Power of Scale for Parameter-Efficient Prompt Tuning,null/unknown,2021,preprint,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,Brian Lester; Rami Al‐Rfou; Noah Constant,Google (United States),50.0,94.0,11.0385,0.98925535,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,hybrid,conference,False,English,US,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W3168867926,https://doi.org/10.48550/arxiv.2106.09685,LoRA: Low-Rank Adaptation of Large Language Models,Cornell University,2021,preprint,arXiv,"J. Edward Hu; Yelong Shen; Phillip Wallis; Zeyuan Allen-Zhu; Yuanzhi Li; Shean Wang; Wang, Lu; Chen, Weizhu",null/unknown,57.0,2402.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2970641574,https://doi.org/10.18653/v1/d19-1410,Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks,null/unknown,2019,article,null/unknown,Nils Reimers; Iryna Gurevych,Technical University of Darmstadt,45.0,10308.0,381.386,0.99995403,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,gold,null/unknown,False,English,DE,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2765961751,https://doi.org/10.48550/arxiv.1711.00043,Unsupervised Machine Translation Using Monolingual Corpora Only,Cornell University,2017,preprint,arXiv,Guillaume Lample; Alexis Conneau; Ludovic Denoyer; Marc'Aurelio Ranzato,Meta (Israel); Université Paris Cité,36.0,198.0,null/unknown,null/unknown,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,IL; FR,False
Gemini,Natural Language Processing,2026-04-27 12:00:00,OpenAlex,https://openalex.org/W2914120296,https://doi.org/10.48550/arxiv.1901.07291,Cross-lingual Language Model Pretraining,Cornell University,2019,preprint,arXiv,Guillaume Lample; Alexis Conneau,null/unknown,35.0,1617.0,null/unknown,null/unknown,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,True,green,repository,False,English,null/unknown,False
